LOC,DAY,TEMP
울산,202104,17.5
울산,202104,17.3
울산,202104,18.2
울산,202104,15.4
울산,202104,14.7
울산,202104,13.4
울산,202104,11.9
울산,202104,14.9
울산,202104,18.5
울산,202104,15.7
울산,202104,16.8
울산,202105,12.2
울산,202105,12.5
울산,202105,15.5
울산,202105,17.2
울산,202105,18.7
울산,202105,16.8
울산,202105,18.9
울산,202105,18.1
울산,202105,18.9
울산,202105,15.3
울산,202105,15.3
울산,202105,16.4
울산,202105,18.3
울산,202105,19.4
울산,202105,18.9
울산,202105,19.4
울산,202105,14.4
울산,202105,16
울산,202105,20.3
울산,202105,16.1
울산,202105,17.4
울산,202105,19.8
울산,202105,23.7
울산,202105,19.6
울산,202105,19
울산,202105,18.3
울산,202105,19.1
울산,202105,17.5
울산,202105,19.3
울산,202105,19.2
울산,202105,19
울산,202106,20.3
울산,202106,20.9
울산,202106,18.7
울산,202106,21.1
울산,202106,22.2
울산,202106,23.2
울산,202106,24.2
울산,202106,24.2
울산,202106,22.6
울산,202106,22.3
울산,202106,20.7
울산,202106,21.2
울산,202106,22.9
울산,202106,21.8
울산,202106,20.6
울산,202106,19
울산,202106,18.7
울산,202106,21.1
울산,202106,23
울산,202106,23.1
울산,202106,22.1
울산,202106,19.7
울산,202106,19.5
울산,202106,21
울산,202106,22.3
울산,202106,22.4
울산,202106,22.7
울산,202106,23
울산,202106,22.7
울산,202106,22.7
울산,202107,23
울산,202107,22.5
울산,202107,22.2
울산,202107,26.5
울산,202107,23.5
울산,202107,23.7
울산,202107,23.5
울산,202107,23.2
울산,202107,22.8
울산,202107,25
울산,202107,26.6
울산,202107,27.6
울산,202107,28.1
울산,202107,28.3
울산,202107,26.8
울산,202107,26
울산,202107,25.5
울산,202107,26.2
울산,202107,26.5
울산,202107,27.8
울산,202107,26.9
울산,202107,26.8
울산,202107,26.5
울산,202107,26.8
울산,202107,27.1
울산,202107,27.4
울산,202107,26.8
울산,202107,26.8
울산,202107,27.3
울산,202107,28.6
울산,202107,28.1
울산,202108,27.8
울산,202108,27.8
울산,202108,26.8
울산,202108,28.4
울산,202108,29.1
울산,202108,28.9
울산,202108,29
울산,202108,24.5
울산,202108,24.8
울산,202108,23.9
울산,202108,24.9
울산,202108,24.8
울산,202108,24.7
울산,202108,23.3
울산,202108,23
울산,202108,23.6
울산,202108,22.4
울산,202108,22.9
울산,202108,23.4
울산,202108,24
울산,202108,23.5
울산,202108,26.4
울산,202108,23.6
울산,202108,26
울산,202108,25.2
울산,202108,27.4
울산,202108,25.5
울산,202108,25.4
울산,202108,24.7
울산,202108,25.1
울산,202108,23.9
울산,202109,22.2
울산,202109,21.1
울산,202109,20.6
울산,202109,21.9
울산,202109,22.3
울산,202109,22.6
울산,202109,24
울산,202109,23.4
울산,202109,23
울산,202109,22.5
울산,202109,23.8
울산,202109,23.5
울산,202109,22.9
울산,202109,21.9
울산,202109,22.3
울산,202109,22.6
울산,202109,20.1
울산,202109,21.9
울산,202109,21.6
울산,202109,21.5
울산,202109,23.5
울산,202109,23.3
울산,202109,21.7
울산,202109,20.2
울산,202109,21.7
울산,202109,21.2
울산,202109,20.4
울산,202109,21.4
울산,202109,23.5
울산,202109,21.3
울산,202110,20.7
울산,202110,22.1
울산,202110,22.1
울산,202110,24.5
울산,202110,24.2
울산,202110,21.5
울산,202110,22.4
울산,202110,20.8
울산,202110,22.7
울산,202110,24.5
울산,202110,19
울산,202110,16.9
울산,202110,18.4
울산,202110,20
울산,202110,19.5
울산,202110,14.1
울산,202110,8.4
울산,202110,11.2
울산,202110,12.4
울산,202110,11.3
울산,202110,11.4
울산,202110,12
울산,202110,12.8
울산,202110,13.3
울산,202110,14.2
울산,202110,13.8
울산,202110,15.6
울산,202110,14.9
울산,202110,15.6
울산,202110,14.1
울산,202110,14.5
울산,202111,15.1
울산,202111,13.1
울산,202111,13.5
울산,202111,14
울산,202111,14.3
울산,202111,15.1
울산,202111,16.8
울산,202111,13.8
울산,202111,9.1
울산,202111,9.3
울산,202111,8.9
울산,202111,7.8
울산,202111,9.7
울산,202111,11.3
울산,202111,10.9
울산,202111,11.4
울산,202111,10.6
울산,202111,12.1
울산,202111,12.6
울산,202111,14.2
울산,202111,14
울산,202111,9
울산,202111,5.2
울산,202111,8
울산,202111,10.8
울산,202111,8.2
울산,202111,6.6
울산,202111,7.6
울산,202111,9.6
울산,202111,9.5
울산,202112,2.8
울산,202112,3.1
울산,202112,6.7
울산,202112,4.7
울산,202112,6.5
울산,202112,9
울산,202112,10.2
울산,202112,9.2
울산,202112,9.8
울산,202112,10.9
울산,202112,10.4
울산,202112,7.6
울산,202112,1.1
울산,202112,4.1
울산,202112,8.3
울산,202112,7.5
울산,202112,1.6
울산,202112,-2.8
울산,202112,2.1
울산,202112,6
울산,202112,9
울산,202112,7.1
울산,202112,7
울산,202112,6.9
울산,202112,-2.7
울산,202112,-5.9
울산,202112,-1.7
울산,202112,3.2
울산,202112,4.8
울산,202112,1.8
울산,202112,-1.5
양산시,202101,-0.2
양산시,202101,0.5
양산시,202101,0.9
양산시,202101,1.3
양산시,202101,1.3
양산시,202101,-1.7
양산시,202101,-5.9
양산시,202101,-7.5
양산시,202101,-5.2
양산시,202101,-3.6
양산시,202101,-1
양산시,202101,-0.8
양산시,202101,3.9
양산시,202101,5.7
양산시,202101,9.6
양산시,202101,5.8
양산시,202101,-0.8
양산시,202101,0.8
양산시,202101,-0.2
양산시,202101,1.9
양산시,202101,5.8
양산시,202101,9.7
양산시,202101,10.7
양산시,202101,9.3
양산시,202101,9.6
양산시,202101,7.1
양산시,202101,6.3
양산시,202101,3.5
양산시,202101,-2.2
양산시,202101,2.2
양산시,202101,5.2
양산시,202102,9.8
양산시,202102,2.4
양산시,202102,-0.1
양산시,202102,3.9
양산시,202102,3.6
양산시,202102,6.2
양산시,202102,8.3
양산시,202102,3.3
양산시,202102,2.3
양산시,202102,4.3
양산시,202102,6.9
양산시,202102,8.2
양산시,202102,10.1
양산시,202102,8.8
양산시,202102,8.1
양산시,202102,2.3
양산시,202102,-2.8
양산시,202102,-2.1
양산시,202102,4.9
양산시,202102,9.8
양산시,202102,12.9
양산시,202102,14.9
양산시,202102,7.7
양산시,202102,6.9
양산시,202102,7.7
양산시,202102,9.5
양산시,202102,7.8
양산시,202102,11
양산시,202103,10.6
양산시,202103,4.2
양산시,202103,5.2
양산시,202103,8.3
양산시,202103,12.2
양산시,202103,7.6
양산시,202103,6.8
양산시,202103,7.2
양산시,202103,9.2
양산시,202103,9.6
양산시,202103,10.5
양산시,202103,9.9
양산시,202103,11.5
양산시,202103,11.2
양산시,202103,12.2
양산시,202103,15.7
양산시,202103,12
양산시,202103,12.4
양산시,202103,12.5
양산시,202103,11
양산시,202103,11
양산시,202103,8.8
양산시,202103,10.5
양산시,202103,12.1
양산시,202103,13.8
양산시,202103,14.5
양산시,202103,14.2
양산시,202103,16.8
양산시,202103,15.8
양산시,202103,14.6
양산시,202103,13.9
양산시,202104,14.9
양산시,202104,16.2
양산시,202104,16.4
양산시,202104,11.1
양산시,202104,11.4
양산시,202104,12.1
양산시,202104,15.7
양산시,202104,13.6
양산시,202104,10.8
양산시,202104,10.9
양산시,202104,13.1
양산시,202104,13.8
양산시,202104,17
양산시,202104,11.5
양산시,202104,10.9
양산시,202104,13.8
양산시,202104,15.2
양산시,202104,12
양산시,202104,14.6
양산시,202104,17.6
양산시,202104,18.3
양산시,202104,20.9
양산시,202104,17.2
양산시,202104,17.5
양산시,202104,15.5
양산시,202104,13.9
양산시,202104,14.9
양산시,202104,17.9
양산시,202104,17
양산시,202104,18.3
양산시,202105,12.8
양산시,202105,12.8
양산시,202105,15
양산시,202105,16.5
양산시,202105,19.6
양산시,202105,15.9
양산시,202105,17.8
양산시,202105,16.9
양산시,202105,18.3
양산시,202105,17.1
양산시,202105,17.1
양산시,202105,18.8
양산시,202105,21.3
양산시,202105,21.5
양산시,202105,19.9
양산시,202105,20.4
양산시,202105,16
양산시,202105,17.2
양산시,202105,20.8
양산시,202105,16.5
양산시,202105,19.3
양산시,202105,20.2
양산시,202105,22.3
양산시,202105,19.6
양산시,202105,18.5
양산시,202105,18
양산시,202105,17.6
양산시,202105,17.4
양산시,202105,19.6
양산시,202105,20.1
양산시,202105,20.9
양산시,202106,22.3
양산시,202106,21.9
양산시,202106,19.1
양산시,202106,21.5
양산시,202106,20.9
양산시,202106,22.3
양산시,202106,23.3
양산시,202106,24.9
양산시,202106,24.7
양산시,202106,23.7
양산시,202106,21.1
양산시,202106,22.6
양산시,202106,24.4
양산시,202106,23.1
양산시,202106,21.8
양산시,202106,20.2
양산시,202106,20.2
양산시,202106,21.4
양산시,202106,23.9
양산시,202106,23.9
양산시,202106,24
양산시,202106,22.4
양산시,202106,21.5
양산시,202106,22.5
양산시,202106,23.3
양산시,202106,23.3
양산시,202106,24.3
양산시,202106,24.9
양산시,202106,24.9
양산시,202106,24.7
양산시,202107,25.8
양산시,202107,24.6
양산시,202107,23.7
양산시,202107,25.5
양산시,202107,23.2
양산시,202107,23.5
양산시,202107,24.6
양산시,202107,24.9
양산시,202107,24.5
양산시,202107,26.5
양산시,202107,27.9
양산시,202107,28.4
양산시,202107,28
양산시,202107,28.5
양산시,202107,28.4
양산시,202107,27.5
양산시,202107,25.6
양산시,202107,27
양산시,202107,27.3
양산시,202107,29.5
양산시,202107,28.8
양산시,202107,28.6
양산시,202107,28.7
양산시,202107,28.7
양산시,202107,28.5
양산시,202107,28.4
양산시,202107,28.8
양산시,202107,28.2
양산시,202107,28
양산시,202107,28.6
양산시,202107,29.3
양산시,202108,29.2
양산시,202108,29.3
양산시,202108,28.6
양산시,202108,29.8
양산시,202108,30.5
양산시,202108,31.1
양산시,202108,30.6
양산시,202108,25.7
양산시,202108,27.4
양산시,202108,26.4
양산시,202108,26.3
양산시,202108,26.6
양산시,202108,26.2
양산시,202108,23.8
양산시,202108,24.4
양산시,202108,25.3
양산시,202108,24
양산시,202108,23.9
양산시,202108,24.6
양산시,202108,25.4
양산시,202108,23.8
양산시,202108,26.5
양산시,202108,24.3
양산시,202108,25.7
양산시,202108,25.3
양산시,202108,27.1
양산시,202108,26.2
양산시,202108,27.5
양산시,202108,26.4
양산시,202108,27.2
양산시,202108,26.1
양산시,202109,24.9
양산시,202109,22.3
양산시,202109,22.1
양산시,202109,23.2
양산시,202109,23
양산시,202109,22.9
양산시,202109,24.7
양산시,202109,24.8
양산시,202109,23.8
양산시,202109,22.4
양산시,202109,24.4
양산시,202109,24.5
양산시,202109,24.4
양산시,202109,21.9
양산시,202109,23.7
양산시,202109,23.5
양산시,202109,20.6
양산시,202109,23.5
양산시,202109,22.8
양산시,202109,23.6
양산시,202109,23.2
양산시,202109,22.6
양산시,202109,22.2
양산시,202109,21.3
양산시,202109,22.5
양산시,202109,22
양산시,202109,21.9
양산시,202109,23
양산시,202109,24.2
양산시,202109,22.2
양산시,202110,21.7
양산시,202110,22.3
양산시,202110,21.8
양산시,202110,23.4
양산시,202110,24.3
양산시,202110,23.9
양산시,202110,22.8
양산시,202110,22.7
양산시,202110,24.2
양산시,202110,24.8
양산시,202110,20
양산시,202110,18.4
양산시,202110,20.1
양산시,202110,20.6
양산시,202110,20.7
양산시,202110,15.5
양산시,202110,9.5
양산시,202110,11.2
양산시,202110,13.3
양산시,202110,12.8
양산시,202110,12.5
양산시,202110,12.5
양산시,202110,13.1
양산시,202110,13.3
양산시,202110,14.2
양산시,202110,13.1
양산시,202110,14.5
양산시,202110,15
양산시,202110,15.4
양산시,202110,13.9
양산시,202110,13.9
양산시,202111,14.1
양산시,202111,12.7
양산시,202111,12.8
양산시,202111,13.3
양산시,202111,14.4
양산시,202111,15.3
양산시,202111,17.1
양산시,202111,13.7
양산시,202111,10
양산시,202111,9.7
양산시,202111,10.1
양산시,202111,8.5
양산시,202111,8.7
양산시,202111,9.9
양산시,202111,9.7
양산시,202111,10.4
양산시,202111,9
양산시,202111,10.1
양산시,202111,10.8
양산시,202111,11.4
양산시,202111,12.7
양산시,202111,10.2
양산시,202111,5.6
양산시,202111,8.7
양산시,202111,9.4
양산시,202111,8.2
양산시,202111,6.4
양산시,202111,6.3
양산시,202111,8.2
양산시,202111,8.9
양산시,202112,4.1
양산시,202112,3.1
양산시,202112,6.3
양산시,202112,4.2
양산시,202112,5.3
양산시,202112,7.2
양산시,202112,9.4
양산시,202112,8.8
양산시,202112,10
양산시,202112,9.6
양산시,202112,9.3
양산시,202112,9
양산시,202112,3
양산시,202112,3.2
양산시,202112,5.1
양산시,202112,7.1
양산시,202112,2.7
양산시,202112,-2.1
양산시,202112,2.4
양산시,202112,4.4
양산시,202112,6
양산시,202112,5.9
양산시,202112,4.5
양산시,202112,5.3
양산시,202112,-1.1
양산시,202112,-4.3
양산시,202112,-1.8
양산시,202112,1.8
양산시,202112,4.9
양산시,202112,3.2
양산시,202112,0.2
