HSHD_TYPE_NM,AREA_NM,CTGG_NM,EMD_NM,USEAMT,TEMP,SECT_1,SECT_2,SECT_3,SECT_4,SECT_5,SECT_6,SECT_7,SECT_8,SECT_9,SECT_10,SECT_11,H_DAY,T_STD
다세대주택(빌라),경남,양산시,교동,5,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,44,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,80,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,3,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,18,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,127,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,37,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,69,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,95,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,90,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,50,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,169,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,90,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,16,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,5,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,100,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,19,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,83,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,96,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,74,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,242,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,100,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,81,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,35,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,19,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,120,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,221,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,154,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,92,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,117,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,81,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,12,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,0,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,145,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,55,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,14,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,74,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,87,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,87,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,32,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,110,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,75,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,48,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,34,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,207,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,53,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,62,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,0,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,48,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,23,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,49,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,156,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,134,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,226,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,141,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,14,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,39,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,16,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,44,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,교동,110,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,남부동,69,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,남부동,126,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,남부동,2,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,남부동,168,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,남부동,8,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,남부동,37,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,남부동,52,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
다세대주택(빌라),경남,양산시,남부동,15,11.2,0,0,0,0,0,0,3,10,23,30,31,9,3.016282556
