HSHD_TYPE_NM,AREA_NM,CTGG_NM,EMD_NM,USEAMT,TEMP,SECT_1,SECT_2,SECT_3,SECT_4,SECT_5,SECT_6,SECT_7,SECT_8,SECT_9,SECT_10,SECT_11,H_DAY,T_STD
다세대주택(빌라),경남,양산시,교동,4,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,10,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,8,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,41,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,13,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,0,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,55,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,163,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,30,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,80,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,80,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,5,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,70,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,51,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,43,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,46,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,79,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,2,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,59,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,25,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,25,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,7,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,43,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,31,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,72,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,122,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,63,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,40,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,100,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,7,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,8,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,43,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,40,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,27,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,17,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,1,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,8,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,44,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,48,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,118,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,12,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,21,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,8,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,31,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,46,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,7,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,65,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,21,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,162,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,29,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,16,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,61,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,57,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,11,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,26,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,105,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,72,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,11,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,교동,27,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
다세대주택(빌라),경남,양산시,남부동,8,18.2,0,0,0,0,0,0,0,0,2,5,23,12,2.306774171
