HSHD_TYPE_NM,AREA_NM,CTGG_NM,EMD_NM,USEAMT,TEMP,SECT_1,SECT_2,SECT_3,SECT_4,SECT_5,SECT_6,SECT_7,SECT_8,SECT_9,SECT_10,SECT_11,H_DAY,T_STD
다세대주택(빌라),경남,양산시,교동,30,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,3,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,7,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,8,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,8,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,11,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,11,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,1,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,63,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,18,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,18,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,4,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,20,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,10,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,100,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,31,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,3,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,27,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
다세대주택(빌라),경남,양산시,교동,5,27.1,0,0,0,0,0,0,0,0,0,0,0,9,1.878128677
