HSHD_TYPE_NM,AREA_NM,CTGG_NM,EMD_NM,USEAMT,TEMP,SECT_1,SECT_2,SECT_3,SECT_4,SECT_5,SECT_6,SECT_7,SECT_8,SECT_9,SECT_10,SECT_11,H_DAY,T_STD
다세대주택(빌라),경남,양산시,교동,1,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,55,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,40,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,29,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,35,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,3,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,61,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,1,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,6,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,7,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,15,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,6,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,15,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,45,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,7,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,60,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,26,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,150,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,18,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,31,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,4,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,46,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,23,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,21,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,25,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,7,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,25,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,22,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,11,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,40,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,39,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,5,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,23,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,0,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,25,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,2,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,9,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,13,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,22,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,19,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,40,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,60,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,21,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,106,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,16,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,50,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,50,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,44,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,30,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,14,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,23,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,31,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,19,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,3,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,50,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,10,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,20,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,교동,10,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,19,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,22,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,5,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,32,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,4,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,50,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,24,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,127,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,20,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,10,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,38,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,24,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,28,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,26,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,27,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,48,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,1,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,3,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,5,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,4,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,14,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,68,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,107,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,30,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,12,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,33,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,20,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,16,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,5,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,102,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,0,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,31,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
다세대주택(빌라),경남,양산시,남부동,37,10.5,0,0,0,0,0,0,3,15,24,29,30,8,2.686470216
